M-D,M,D,2012_SWE_in,2013_SWE_in,2014_SWE_in,2015_SWE_in,2016_SWE_in,2017_SWE_in,2018_SWE_in,2019_SWE_in,2020_SWE_in,2021_SWE_in,2022_SWE_in,2023_SWE_in,2024_SWE_in,2025_SWE_in,2026_SWE_in,min,Q10,Q25,mean,median,Q75,Q90,max,date
02-28,2,28,0.0,0.226100122094,0.28190015222599996,0.236200127548,0.259100139914,0.44450024003,0.22100011934000002,0.302300163242,0.373400201636,0.26420014266799996,0.23370012619799999,0.35050018927,0.309900167346,0.27940015087599995,0.26670014401799996,0.0,0.22304012044160001,0.234950126873,0.2699268124270667,0.26670014401799996,0.30610016529399997,0.3642401966896,0.44450024003,2023-02-28
03-01,3,1,0.0,0.23370012619799999,0.292100157734,0.24380013165199996,0.259100139914,0.44450024003,0.22100011934000002,0.302300163242,0.375900202986,0.26420014266799996,0.23370012619799999,0.36580019753200005,0.309900167346,0.27940015087599995,0.26670014401799996,0.0,0.2260801220832,0.23875012892499997,0.27280681398226664,0.26670014401799996,0.30610016529399997,0.3718602008044,0.44450024003,2023-03-01
03-02,3,2,0.0,0.23370012619799999,0.294600159084,0.24380013165199996,0.261600141264,0.44450024003,0.22100011934000002,0.304800164592,0.375900202986,0.26420014266799996,0.23370012619799999,0.36580019753200005,0.309900167346,0.27940015087599995,0.26670014401799996,0.0,0.2260801220832,0.23875012892499997,0.27330681425226666,0.26670014401799996,0.307350165969,0.3718602008044,0.44450024003,2023-03-02
03-03,3,3,0.0,0.23370012619799999,0.294600159084,0.259100139914,0.261600141264,0.44450024003,0.22100011934000002,0.3150001701,0.37850020439,0.26420014266799996,0.23370012619799999,0.36580019753200005,0.309900167346,0.27940015087599995,0.276900149526,0.0,0.2260801220832,0.246400133056,0.2758601489644,0.276900149526,0.312450168723,0.3734202016468,0.44450024003,2023-03-03
03-04,3,4,0.0,0.246400133056,0.297200160488,0.261600141264,0.26670014401799996,0.44450024003,0.22350012068999997,0.3150001701,0.38350020709000004,0.26420014266799996,0.23370012619799999,0.368300198882,0.332700179658,0.28450015363,0.28450015363,0.0,0.22758012289319998,0.25400013716000003,0.2804201514268,0.28450015363,0.323850174879,0.3774202038068,0.44450024003,2023-03-04
03-05,3,5,0.0,0.246400133056,0.302300163242,0.26420014266799996,0.26670014401799996,0.44450024003,0.23370012619799999,0.3150001701,0.38350020709000004,0.26420014266799996,0.241300130302,0.38100020574,0.337800182412,0.294600159084,0.28960015638400005,0.0,0.2367401278396,0.255300137862,0.2843201535328,0.28960015638400005,0.326400176256,0.38250020655,0.44450024003,2023-03-05
03-06,3,6,0.0,0.246400133056,0.302300163242,0.26420014266799996,0.26670014401799996,0.46740025239599997,0.23370012619799999,0.3200001728,0.38350020709000004,0.26420014266799996,0.248900134406,0.396200213948,0.34290018516599996,0.299700161838,0.28960015638400005,0.0,0.2387801289412,0.256550138537,0.2883801557252,0.28960015638400005,0.331450178983,0.3911202112048,0.46740025239599997,2023-03-06
03-07,3,7,0.0,0.246400133056,0.309900167346,0.26420014266799996,0.26670014401799996,0.4750002565,0.23370012619799999,0.32510017555399995,0.38350020709000004,0.26420014266799996,0.248900134406,0.40390021810599996,0.34290018516599996,0.309900167346,0.297200160488,0.0,0.2387801289412,0.256550138537,0.2914334907073333,0.297200160488,0.33400018035999995,0.3957402136996,0.4750002565,2023-03-07
03-08,3,8,0.0,0.246400133056,0.3150001701,0.26420014266799996,0.26920014536799997,0.4750002565,0.23370012619799999,0.332700179658,0.38350020709000004,0.26420014266799996,0.25650013851000003,0.40390021810599996,0.34290018516599996,0.309900167346,0.297200160488,0.0,0.2387801289412,0.26035014058899997,0.2929534915281333,0.297200160488,0.33780018241199994,0.3957402136996,0.4750002565,2023-03-08
03-09,3,9,0.0,0.25400013716000003,0.3150001701,0.26420014266799996,0.271800146772,0.4750002565,0.23370012619799999,0.340400183816,0.38350020709000004,0.26420014266799996,0.26420014266799996,0.41150022221,0.34290018516599996,0.309900167346,0.297200160488,0.0,0.2418201305828,0.26420014266799996,0.29516682605666666,0.297200160488,0.341650184491,0.400300216162,0.4750002565,2023-03-09
03-10,3,10,0.0,0.259100139914,0.3150001701,0.26420014266799996,0.271800146772,0.4750002565,0.23370012619799999,0.340400183816,0.393700212598,0.271800146772,0.271800146772,0.416600224964,0.34290018516599996,0.309900167346,0.292100157734,0.0,0.2438601316844,0.26800014472,0.297200160488,0.292100157734,0.341650184491,0.4074402200176,0.4750002565,2023-03-10
03-11,3,11,0.0,0.259100139914,0.322600174204,0.26420014266799996,0.27940015087599995,0.4750002565,0.23370012619799999,0.340400183816,0.393700212598,0.276900149526,0.271800146772,0.439400237276,0.34290018516599996,0.309900167346,0.292100157734,0.0,0.2438601316844,0.26800014472,0.3000734953729333,0.292100157734,0.341650184491,0.4211202274048,0.4750002565,2023-03-11
03-12,3,12,0.0,0.259100139914,0.330200178308,0.26420014266799996,0.27940015087599995,0.4750002565,0.23370012619799999,0.34290018516599996,0.393700212598,0.28190015222599996,0.274300148122,0.439400237276,0.34290018516599996,0.309900167346,0.292100157734,0.0,0.2438601316844,0.269250145395,0.3012468293398667,0.292100157734,0.34290018516599996,0.4211202274048,0.4750002565,2023-03-12
03-13,3,13,0.0,0.259100139914,0.332700179658,0.26420014266799996,0.27940015087599995,0.4750002565,0.23370012619799999,0.34540018651599996,0.393700212598,0.28700015498,0.274300148122,0.44200023868000005,0.34290018516599996,0.309900167346,0.292100157734,0.0,0.2438601316844,0.269250145395,0.3020934964637333,0.292100157734,0.344150185841,0.4226802282472,0.4750002565,2023-03-13
03-14,3,14,0.0,0.259100139914,0.332700179658,0.26420014266799996,0.27940015087599995,0.4750002565,0.23370012619799999,0.35310019067400006,0.396200213948,0.297200160488,0.28450015363,0.44200023868000005,0.35050018927,0.3150001701,0.292100157734,0.0,0.2438601316844,0.27180014677199993,0.3049801646891999,0.297200160488,0.351800189972,0.4236802287872,0.4750002565,2023-03-14
03-15,3,15,0.0,0.25650013851000003,0.332700179658,0.26420014266799996,0.28190015222599996,0.469900253746,0.24380013165199996,0.35310019067400006,0.40130021670199995,0.30730016594200005,0.28450015363,0.44700024137999994,0.35050018927,0.3200001728,0.297200160488,0.0,0.2488801343952,0.27305014744699996,0.3073268326230666,0.30730016594200005,0.351800189972,0.4287202315087999,0.469900253746,2023-03-15
03-16,3,16,0.0,0.25400013716000003,0.335300181062,0.25650013851000003,0.28700015498,0.454700245538,0.248900134406,0.35310019067400006,0.406400219456,0.3150001701,0.28450015363,0.459700248238,0.358100193374,0.322600174204,0.297200160488,0.0,0.2509401355076,0.27050014607,0.30886683345466664,0.3150001701,0.35560019202400006,0.43538023510519996,0.459700248238,2023-03-16
03-17,3,17,0.0,0.25150013581,0.335300181062,0.25150013581,0.297200160488,0.452100244134,0.25150013581,0.355600192024,0.40890022080599997,0.3150001701,0.28450015363,0.459700248238,0.358100193374,0.322600174204,0.297200160488,0.0,0.25150013581,0.26800014472,0.3093801670652,0.3150001701,0.356850192699,0.43482023480279997,0.459700248238,2023-03-17
03-18,3,18,0.0,0.26420014266799996,0.34540018651599996,0.24380013165199996,0.297200160488,0.44700024137999994,0.26420014266799996,0.355600192024,0.41150022221,0.3150001701,0.28450015363,0.459700248238,0.358100193374,0.322600174204,0.294600159084,0.0,0.25196013605839995,0.27435014814899994,0.3108935012157333,0.3150001701,0.356850192699,0.43280023371199994,0.459700248238,2023-03-18
03-19,3,19,0.0,0.26920014536799997,0.34540018651599996,0.241300130302,0.297200160488,0.43690023592599997,0.274300148122,0.355600192024,0.41150022221,0.3150001701,0.28450015363,0.459700248238,0.358100193374,0.340400183816,0.28960015638400005,0.0,0.2524601363284,0.279400150876,0.31191350176653326,0.3150001701,0.356850192699,0.42674023043959997,0.459700248238,2023-03-19
03-20,3,20,0.0,0.26920014536799997,0.34540018651599996,0.23880012895200003,0.297200160488,0.426700230418,0.271800146772,0.355600192024,0.416600224964,0.3150001701,0.28450015363,0.459700248238,0.358100193374,0.340400183816,0.27940015087599995,0.0,0.2509601355184,0.27560014882399997,0.31056016770239997,0.3150001701,0.356850192699,0.4226602282364,0.459700248238,2023-03-20
03-21,3,21,0.0,0.26920014536799997,0.34540018651599996,0.236200127548,0.297200160488,0.416600224964,0.276900149526,0.35310019067400006,0.41910022631399996,0.32510017555399995,0.28700015498,0.462300249642,0.358100193374,0.340400183816,0.26670014401799996,0.0,0.24840013413599998,0.27305014744699996,0.31022016751879994,0.32510017555399995,0.35560019202400006,0.41810022577399997,0.462300249642,2023-03-21
03-22,3,22,0.0,0.28190015222599996,0.34540018651599996,0.231100124794,0.297200160488,0.40130021670199995,0.276900149526,0.35310019067400006,0.42420022906800003,0.32510017555399995,0.28700015498,0.46480025099199995,0.358100193374,0.340400183816,0.25400013716000003,0.0,0.2402601297404,0.279400150876,0.30936683372466667,0.32510017555399995,0.35560019202400006,0.41504022412159997,0.46480025099199995,2023-03-22
03-23,3,23,0.0,0.28450015363,0.34540018651599996,0.226100122094,0.297200160488,0.406400219456,0.28700015498,0.36070019477799997,0.429300231822,0.32770017695799997,0.28700015498,0.472400255096,0.358100193374,0.34540018651599996,0.241300130302,0.0,0.2321801253772,0.28575015430499995,0.31123350139933326,0.32770017695799997,0.359400194076,0.4201402268756,0.472400255096,2023-03-23
03-24,3,24,0.0,0.28700015498,0.34540018651599996,0.23370012619799999,0.309900167346,0.41150022221,0.294600159084,0.36070019477799997,0.431800233172,0.330200178308,0.28700015498,0.47750025784999994,0.358100193374,0.34540018651599996,0.231100124794,0.0,0.2321401253556,0.28700015498,0.31359350267373326,0.330200178308,0.359400194076,0.42368022878719996,0.47750025784999994,2023-03-24
03-25,3,25,0.0,0.28700015498,0.34540018651599996,0.23880012895200003,0.322600174204,0.41150022221,0.294600159084,0.36320019612800003,0.434300234522,0.332700179658,0.28450015363,0.48770026335800004,0.358100193374,0.34540018651599996,0.218400117936,0.0,0.22656012234240003,0.28575015430499995,0.31494683673786666,0.332700179658,0.360650194751,0.4251802295972,0.48770026335800004,2023-03-25
03-26,3,26,0.0,0.294600159084,0.34540018651599996,0.241300130302,0.32770017695799997,0.41400022355999994,0.297200160488,0.36580019753200005,0.43690023592599997,0.332700179658,0.274300148122,0.48770026335800004,0.36580019753200005,0.34290018516599996,0.203200109728,0.0,0.21844011795760002,0.28445015360299997,0.315300170262,0.332700179658,0.36580019753200005,0.42774023097959996,0.48770026335800004,2023-03-26
03-27,3,27,0.0,0.294600159084,0.35050018927,0.241300130302,0.330200178308,0.41400022355999994,0.299700161838,0.36320019612800003,0.44700024137999994,0.332700179658,0.26920014536799997,0.48770026335800004,0.373400201636,0.332700179658,0.19300010422,0.0,0.2123201146528,0.28190015222599996,0.31528017025120003,0.332700179658,0.36830019888200005,0.4338002342519999,0.48770026335800004,2023-03-27
03-28,3,28,0.0,0.294600159084,0.36070019477799997,0.23370012619799999,0.330200178308,0.431800233172,0.299700161838,0.36070019477799997,0.44960024278399996,0.332700179658,0.26420014266799996,0.497800268812,0.38100020574,0.3200001728,0.18290009876600002,0.0,0.2032201097388,0.279400150876,0.31597350395893337,0.330200178308,0.37085020025899995,0.44248023893919997,0.497800268812,2023-03-28
03-29,3,29,0.0,0.294600159084,0.36580019753200005,0.228600123444,0.330200178308,0.431800233172,0.30730016594200005,0.358100193374,0.452100244134,0.332700179658,0.26920014536799997,0.497800268812,0.38100020574,0.3200001728,0.170200091908,0.0,0.19356010452240002,0.28190015222599996,0.3159601706184,0.330200178308,0.373400201636,0.4439802397492,0.497800268812,2023-03-29
03-30,3,30,0.0,0.294600159084,0.36580019753200005,0.215900116586,0.337800182412,0.431800233172,0.30730016594200005,0.373400201636,0.454700245538,0.332700179658,0.28450015363,0.500400270216,0.38350020709000004,0.32770017695799997,0.15750008505,0.0,0.1808600976644,0.289550156357,0.3178401716336,0.332700179658,0.37845020436300003,0.44554024059159997,0.500400270216,2023-03-30
03-31,3,31,0.0,0.294600159084,0.38100020574,0.208300112482,0.3480001879199999,0.44450024003,0.30730016594200005,0.38100020574,0.457200246888,0.332700179658,0.28450015363,0.5080002743200001,0.386100208494,0.32770017695799997,0.14480007819200003,0.0,0.17020009190800003,0.289550156357,0.32038017300519994,0.332700179658,0.383550207117,0.4521202441448,0.5080002743200001,2023-03-31
04-01,4,1,0.0,0.294600159084,0.386100208494,0.198100106974,0.355600192024,0.452100244134,0.304800164592,0.38100020574,0.457200246888,0.332700179658,0.28450015363,0.5156002784239999,0.393700212598,0.34290018516599996,0.14220007678799998,0.0,0.16456008886239998,0.289550156357,0.32274017427959995,0.34290018516599996,0.389900210546,0.4551602457864,0.5156002784239999,2023-04-01
04-02,4,2,0.0,0.312400168696,0.396200213948,0.198100106974,0.36580019753200005,0.44700024137999994,0.302300163242,0.38100020574,0.457200246888,0.332700179658,0.28450015363,0.5156002784239999,0.40390021810599996,0.355600192024,0.149900080946,0.0,0.1691800913572,0.293400158436,0.3268135098125333,0.355600192024,0.40005021602699997,0.45312024468479994,0.5156002784239999,2023-04-02
04-03,4,3,0.0,0.322600174204,0.396200213948,0.203200109728,0.36580019753200005,0.452100244134,0.302300163242,0.38100020574,0.459700248238,0.330200178308,0.28450015363,0.518200279828,0.406400219456,0.355600192024,0.170200091908,0.0,0.18340009903600002,0.293400158436,0.3298668447946666,0.355600192024,0.401300216702,0.4566602465964,0.518200279828,2023-04-03
04-04,4,4,0.0,0.3200001728,0.40390021810599996,0.203200109728,0.36580019753200005,0.454700245538,0.299700161838,0.38100020574,0.462300249642,0.31750017145000003,0.28450015363,0.535900289386,0.406400219456,0.36070019477799997,0.17270009325799998,0.0,0.184900099846,0.292100157734,0.3312201788588,0.36070019477799997,0.405150218781,0.4592602480004,0.535900289386,2023-04-04
04-05,4,5,0.0,0.312400168696,0.41150022221,0.203200109728,0.36580019753200005,0.454700245538,0.294600159084,0.37850020439,0.46480025099199995,0.312400168696,0.28700015498,0.556300300402,0.406400219456,0.36070019477799997,0.170200091908,0.0,0.18340009903600002,0.290800157032,0.33190017922599996,0.36070019477799997,0.40895022083300003,0.46076024881039995,0.556300300402,2023-04-05
04-06,4,6,0.0,0.31750017145000003,0.41150022221,0.203200109728,0.36580019753200005,0.454700245538,0.294600159084,0.373400201636,0.46480025099199995,0.299700161838,0.294600159084,0.5588003017519999,0.406400219456,0.36070019477799997,0.16260008780399998,0.0,0.1788400965736,0.294600159084,0.33122017885879995,0.36070019477799997,0.40895022083300003,0.46076024881039995,0.5588003017519999,2023-04-06
04-07,4,7,0.0,0.3200001728,0.41150022221,0.198100106974,0.36580019753200005,0.452100244134,0.297200160488,0.373400201636,0.46480025099199995,0.309900167346,0.294600159084,0.5588003017519999,0.40890022080599997,0.36070019477799997,0.1600000864,0.0,0.1752400946296,0.29590015978600004,0.3317201791288001,0.36070019477799997,0.41020022150799995,0.4597202482488,0.5588003017519999,2023-04-07
04-08,4,8,0.0,0.3200001728,0.41150022221,0.198100106974,0.36580019753200005,0.44960024278399996,0.299700161838,0.37080020023200005,0.46480025099199995,0.30730016594200005,0.294600159084,0.5588003017519999,0.41400022355999994,0.36070019477799997,0.152400082296,0.0,0.1706800921672,0.297150160461,0.3312068455182667,0.36070019477799997,0.41275022288499996,0.45872024770879993,0.5588003017519999,2023-04-08
04-09,4,9,0.0,0.34540018651599996,0.41150022221,0.21080011383199998,0.36580019753200005,0.44960024278399996,0.302300163242,0.358100193374,0.46740025239599997,0.304800164592,0.28960015638400005,0.5588003017519999,0.416600224964,0.36070019477799997,0.137200074088,0.0,0.1666400899856,0.295950159813,0.33190684589626673,0.358100193374,0.414050223587,0.4602802485512,0.5588003017519999,2023-04-09
04-10,4,10,0.0,0.3480001879199999,0.41150022221,0.20570011107800001,0.34540018651599996,0.457200246888,0.302300163242,0.37080020023200005,0.46740025239599997,0.299700161838,0.28960015638400005,0.5588003017519999,0.416600224964,0.355600192024,0.12450006723,0.0,0.1569800847692,0.294650159111,0.33020684497826663,0.3480001879199999,0.414050223587,0.4633202501928,0.5588003017519999,2023-04-10
04-11,4,11,0.0,0.3480001879199999,0.40890022080599997,0.20070010837799998,0.330200178308,0.457200246888,0.297200160488,0.40890022080599997,0.46480025099199995,0.28700015498,0.27940015087599995,0.5588003017519999,0.416600224964,0.337800182412,0.106700057618,0.0,0.144300077922,0.28320015292799994,0.3268135098125333,0.337800182412,0.41275022288499996,0.46176024935039994,0.5588003017519999,2023-04-11
04-12,4,12,0.0,0.35310019067400006,0.406400219456,0.19050010287,0.3200001728,0.454700245538,0.28700015498,0.416600224964,0.459700248238,0.27940015087599995,0.302300163242,0.5588003017519999,0.416600224964,0.3150001701,0.101600054864,0.0,0.13716007406640002,0.28320015292799994,0.32411350835453334,0.3200001728,0.416600224964,0.457700247158,0.5588003017519999,2023-04-12
04-13,4,13,0.0,0.35310019067400006,0.38350020709000004,0.19050010287,0.309900167346,0.454700245538,0.299700161838,0.41910022631399996,0.46480025099199995,0.271800146772,0.30730016594200005,0.548600296244,0.41150022221,0.294600159084,0.101600054864,0.0,0.13716007406640002,0.283200152928,0.3207135065185333,0.309900167346,0.415300224262,0.46076024881039995,0.548600296244,2023-04-13
04-14,4,14,0.0,0.36070019477799997,0.393700212598,0.177800096012,0.297200160488,0.43690023592599997,0.309900167346,0.42160022766399996,0.472400255096,0.26670014401799996,0.312400168696,0.543600293544,0.40130021670199995,0.294600159084,0.09400005076,0.0,0.1275200688608,0.280650151551,0.31885350551413333,0.312400168696,0.411450222183,0.458200247428,0.543600293544,2023-04-14
04-15,4,15,0.0,0.36580019753200005,0.40890022080599997,0.18030009736199998,0.28190015222599996,0.431800233172,0.312400168696,0.42160022766399996,0.4750002565,0.26670014401799996,0.312400168696,0.54100029214,0.386100208494,0.28190015222599996,0.08380004525200001,0.0,0.12240006609600002,0.274300148122,0.3166401709856,0.312400168696,0.41525022423499997,0.4577202471688,0.54100029214,2023-04-15
04-16,4,16,0.0,0.373400201636,0.40130021670199995,0.18540010011600003,0.28960015638400005,0.42160022766399996,0.309900167346,0.426700230418,0.4750002565,0.276900149526,0.32510017555399995,0.54100029214,0.36070019477799997,0.26920014536799997,,0.0,0.2105401136916,0.28007515124050003,0.3325573224379999,0.34290018516599996,0.41652522492349997,0.4605102486754,0.54100029214,2023-04-16
04-17,4,17,0.0,0.38100020574,0.396200213948,0.19050010287,0.28960015638400005,0.40890022080599997,0.30730016594200005,0.434300234522,0.48510026195399997,0.276900149526,0.337800182412,0.5334002880359999,0.37080020023200005,0.261600141264,,0.0,0.21183011438819999,0.28007515124050003,0.333814465974,0.354300191322,0.40572521909149994,0.46986025372440005,0.5334002880359999,2023-04-17
04-18,4,18,0.0,0.386100208494,0.37850020439,0.19300010422,0.28960015638400005,0.396200213948,0.3200001728,0.43690023592599997,0.490200264708,0.27940015087599995,0.340400183816,0.5309002866860001,0.36320019612800003,0.271800146772,,0.0,0.21664011698559998,0.28195015225299996,0.33401446608199997,0.351800189972,0.3936752125845,0.47421025607340006,0.5309002866860001,2023-04-18
04-19,4,19,0.0,0.386100208494,0.358100193374,0.19050010287,0.28450015363,0.393700212598,0.3200001728,0.44200023868000005,0.490200264708,0.27940015087599995,0.340400183816,0.5334002880359999,0.36070019477799997,0.26920014536799997,,0.0,0.2141101156194,0.28067515156449996,0.332014465002,0.349250188595,0.39180021157199996,0.47574025689960003,0.5334002880359999,2023-04-19
04-20,4,20,0.0,0.391200211248,0.34290018516599996,0.18290009876600002,0.276900149526,0.396200213948,0.3200001728,0.434300234522,0.490200264708,0.26670014401799996,0.330200178308,0.535900289386,0.3480001879199999,0.26670014401799996,,0.0,0.2080401123416,0.269250145395,0.327293033881,0.336550181737,0.39495021327299995,0.47343025565220004,0.535900289386,2023-04-20
04-21,4,21,0.0,0.398800215352,0.32770017695799997,0.17270009325799998,0.28450015363,0.396200213948,0.3200001728,0.42160022766399996,0.48770026335800004,0.28190015222599996,0.32510017555399995,0.54100029214,0.330200178308,0.26420014266799996,,0.0,0.20015010808099998,0.28255015257699995,0.3251144612760001,0.32640017625599993,0.398150215001,0.4678702526498001,0.54100029214,2023-04-21
04-22,4,22,0.0,0.40130021670199995,0.304800164592,0.15750008505,0.28450015363,0.398800215352,0.3200001728,0.41400022355999994,0.480100259254,0.28190015222599996,0.297200160488,0.548600296244,0.32510017555399995,0.26670014401799996,,0.0,0.19026010274039998,0.28255015257699995,0.320035887105,0.31240016869599996,0.4006752163645,0.46027024854580006,0.548600296244,2023-04-22
04-23,4,23,0.0,0.40890022080599997,0.28960015638400005,0.147300079542,0.271800146772,0.398800215352,0.297200160488,0.41910022631399996,0.46740025239599997,0.28450015363,0.309900167346,0.548600296244,0.302300163242,0.259100139914,,0.0,0.1808400976536,0.27497514848649995,0.3146073127449999,0.29975016186500003,0.4063752194425,0.4529102445714,0.548600296244,2023-04-23
04-24,4,24,0.0,0.40890022080599997,0.292100157734,0.13970007543799998,0.25150013581,0.386100208494,0.28450015363,0.41150022221,0.459700248238,0.27940015087599995,0.322600174204,0.548600296244,0.292100157734,0.25150013581,,0.0,0.1732400935496,0.25847513957650003,0.309157309802,0.292100157734,0.40320021772799997,0.44524024042960003,0.548600296244,2023-04-24
04-25,4,25,0.0,0.40890022080599997,0.28960015638400005,0.14480007819200003,0.261600141264,0.391200211248,0.274300148122,0.40130021670199995,0.457200246888,0.26670014401799996,0.322600174204,0.548600296244,0.28700015498,0.246400133056,,0.0,0.17528009465120004,0.2628751419525,0.30715730872200003,0.288300155682,0.39877521533849997,0.4427102390634,0.548600296244,2023-04-25
04-26,4,26,0.0,0.40390021810599996,0.271800146772,0.14220007678799998,0.26670014401799996,0.40130021670199995,0.25650013851000003,0.38350020709000004,0.452100244134,0.25400013716000003,0.322600174204,0.5588003017519999,0.26670014401799996,0.231100124794,,0.0,0.16887009118979998,0.25462513749750004,0.30080016243200003,0.269250145395,0.39685021429899997,0.43764023632560006,0.5588003017519999,2023-04-26
04-27,4,27,0.0,0.393700212598,0.28960015638400005,0.13970007543799998,0.27940015087599995,0.40130021670199995,0.23370012619799999,0.388600209844,0.439400237276,0.26420014266799996,0.3200001728,0.5588003017519999,0.261600141264,0.213400115236,,0.0,0.1618100873774,0.2406751299645,0.29881444707400007,0.28450015363000003,0.39242521190949997,0.42797023110380006,0.5588003017519999,2023-04-27
04-28,4,28,0.0,0.38350020709000004,0.294600159084,0.12450006723,0.297200160488,0.42160022766399996,0.21080011383199998,0.373400201636,0.42160022766399996,0.27940015087599995,0.312400168696,0.5512002976479999,0.26420014266799996,0.213400115236,,0.0,0.1503900812106,0.226100122094,0.296271588558,0.29590015978600004,0.3809752057265,0.42160022766399996,0.5512002976479999,2023-04-28
04-29,4,29,0.0,0.36070019477799997,0.309900167346,0.101600054864,0.304800164592,0.434300234522,0.19050010287,0.36320019612800003,0.393700212598,0.276900149526,0.28960015638400005,0.548600296244,0.26920014536799997,0.20570011107800001,,0.0,0.1282700692658,0.2215751196505,0.289193013307,0.297200160488,0.3625751957905,0.42212022794480003,0.548600296244,2023-04-29
04-30,4,30,0.0,0.34290018516599996,0.309900167346,0.076200041148,0.309900167346,0.434300234522,0.17270009325799998,0.36320019612800003,0.37850020439,0.271800146772,0.292100157734,0.53850029079,0.26920014536799997,0.198100106974,,0.0,0.10515005678099999,0.21587511657249997,0.282664438353,0.30100016254,0.35812519338750004,0.41756022548240007,0.53850029079,2023-04-30
05-01,5,1,0.0,0.340400183816,0.309900167346,0.053300028782,0.309900167346,0.426700230418,0.177800096012,0.375900202986,0.35050018927,0.24380013165199996,0.28190015222599996,0.513100277074,0.27940015087599995,0.19300010422,,0.0,0.09065004895100001,0.205700111078,0.27540014871599994,0.295900159786,0.3479751879065,0.41146022218840006,0.513100277074,2023-05-01
05-02,5,2,0.0,0.330200178308,0.297200160488,0.03300001782,0.309900167346,0.42420022906800003,0.18030009736199998,0.38100020574,0.337800182412,0.22100011934000002,0.271800146772,0.480100259254,0.27940015087599995,0.18030009736199998,,0.0,0.07719004168259999,0.1904751028565,0.266157286582,0.28830015568199996,0.335900181386,0.4112402220696001,0.480100259254,2023-05-02
05-03,5,3,0.0,0.332700179658,0.28700015498,0.0,0.309900167346,0.42420022906800003,0.21080011383199998,0.38350020709000004,0.3200001728,0.21080011383199998,0.248900134406,0.44700024137999994,0.27940015087599995,0.15750008505,,0.0,0.047250025515,0.21080011383199998,0.257978710737,0.28320015292799994,0.3295251779435,0.4119902224746001,0.44700024137999994,2023-05-03
05-04,5,4,0.0,0.322600174204,0.25650013851000003,0.0,0.304800164592,0.416600224964,0.208300112482,0.38100020574,0.30730016594200005,0.208300112482,0.248900134406,0.42160022766399996,0.274300148122,0.13460007268399998,,0.0,0.0403800218052,0.208300112482,0.24891442012799997,0.26540014331600004,0.31877517213850004,0.40592021919680005,0.42160022766399996,2023-05-04
05-05,5,5,0.0,0.30730016594200005,0.228600123444,0.0,0.294600159084,0.40130021670199995,0.198100106974,0.368300198882,0.31750017145000003,0.19300010422,0.24380013165199996,0.41150022221,0.28450015363,0.11940006447600002,,0.0,0.03582001934280001,0.1942751049085,0.24056441561899994,0.26415014264099995,0.314950170073,0.391400211356,0.41150022221,2023-05-05
05-06,5,6,0.0,0.294600159084,0.21080011383199998,0.0,0.271800146772,0.38100020574,0.18290009876600002,0.355600192024,0.3200001728,0.18800010152,0.22350012068999997,0.40890022080599997,0.26920014536799997,0.12190006582599998,,0.0,0.0365700197478,0.1841750994545,0.23058583880199995,0.24635013302899997,0.313650169371,0.3733802016252,0.40890022080599997,2023-05-06
05-07,5,7,0.0,0.28190015222599996,0.195600105624,0.0,0.25400013716000003,0.3480001879199999,0.154900083646,0.34290018516599996,0.30730016594200005,0.15750008505,0.18800010152,0.41400022355999994,0.276900149526,0.104100056214,,0.0,0.031230016864200003,0.155550083997,0.21607868811099998,0.224800121392,0.300950162513,0.34647018709379995,0.41400022355999994,2023-05-07
05-08,5,8,0.0,0.27940015087599995,0.20070010837799998,0.0,0.25400013716000003,0.322600174204,0.13210007133399998,0.340400183816,0.28960015638400005,0.11940006447600002,0.165100089154,0.41400022355999994,0.28700015498,0.09140004935599999,,0.0,0.0274200148068,0.12257506619050001,0.206835825977,0.22735012276900002,0.288950156033,0.33506018093240003,0.41400022355999994,2023-05-08
05-09,5,9,0.0,0.276900149526,0.20570011107800001,0.0,0.25400013716000003,0.309900167346,0.09910005351399999,0.340400183816,0.274300148122,0.104100056214,0.152400082296,0.40890022080599997,0.304800164592,0.07110003839399999,,0.0,0.0213300115182,0.10035005418899999,0.20011439377599996,0.22985012411900002,0.2978251608255,0.331250178875,0.40890022080599997,2023-05-09
05-10,5,10,0.0,0.26670014401799996,0.213400115236,0.0,0.28700015498,0.292100157734,0.06600003564,0.35050018927,0.25650013851000003,0.09140004935599999,0.152400082296,0.393700212598,0.30730016594200005,0.040600021923999995,,0.0,0.0121800065772,0.07235003906899999,0.19411439053600002,0.23495012687300001,0.2908251570455,0.33754018227160004,0.393700212598,2023-05-10
05-11,5,11,0.0,0.24380013165199996,0.22100011934000002,0.0,0.302300163242,0.274300148122,0.048300026082,0.358100193374,0.236200127548,0.09400005076,0.14480007819200003,0.375900202986,0.31750017145000003,0.007600004103999999,,0.0,0.0022800012312,0.0597250322515,0.187414386918,0.228600123444,0.295300159462,0.34592018679680003,0.375900202986,2023-05-11
05-12,5,12,0.0,0.22350012068999997,0.23370012619799999,0.0,0.294600159084,0.24380013165199996,0.06100003294,0.340400183816,0.208300112482,0.08380004525200001,0.12190006582599998,0.36070019477799997,0.31750017145000003,0.0,,0.0,0.0,0.066700036018,0.177800096012,0.215900116586,0.281900152226,0.33353018010620006,0.36070019477799997,2023-05-12
