M-D,M,D,1980_SWE_in,1981_SWE_in,1982_SWE_in,1983_SWE_in,1984_SWE_in,1985_SWE_in,1986_SWE_in,1987_SWE_in,1988_SWE_in,1989_SWE_in,1990_SWE_in,1991_SWE_in,1992_SWE_in,1993_SWE_in,1994_SWE_in,1995_SWE_in,1996_SWE_in,1997_SWE_in,1998_SWE_in,1999_SWE_in,2000_SWE_in,2001_SWE_in,2002_SWE_in,2003_SWE_in,2004_SWE_in,2005_SWE_in,2006_SWE_in,2007_SWE_in,2008_SWE_in,2009_SWE_in,2010_SWE_in,2011_SWE_in,2012_SWE_in,2013_SWE_in,2014_SWE_in,2015_SWE_in,2016_SWE_in,2017_SWE_in,2018_SWE_in,2019_SWE_in,2020_SWE_in,2021_SWE_in,2022_SWE_in,2023_SWE_in,2024_SWE_in,2025_SWE_in,2026_SWE_in,min,Q10,Q25,mean,median,Q75,Q90,max,date
11-05,11,5,0.0,0.06100003294,0.109200058968,0.106700057618,0.03300001782,0.08380004525200001,0.010200005508000001,0.086400046656,0.020300010961999997,0.0,0.035600019223999996,0.015200008207999998,0.053300028782,0.058400031536,0.086400046656,0.088900048006,0.022900012366000002,0.053300028782,0.03300001782,0.058400031536,0.0,0.11940006447600002,0.007600004103999999,0.055900030186,0.03050001647,0.20570011107800001,0.022900012366000002,0.053300028782,0.0,0.022900012366000002,0.027900015065999997,0.050800027432,0.055900030186,0.022900012366000002,0.06100003294,0.010200005508000001,0.012700006858,0.005100002754000001,0.007600004103999999,0.050800027432,0.06600003564,0.0,0.068600037044,0.045700024677999995,0.0,0.035600019223999996,0.043200023328,0.0,0.0,0.013950007532999999,0.044642577298468086,0.035600019223999996,0.059700032237999995,0.087400047196,0.20570011107800001,2023-11-05
11-06,11,6,0.0,0.058400031536,0.109200058968,0.106700057618,0.055900030186,0.08380004525200001,0.010200005508000001,0.086400046656,0.022900012366000002,0.0,0.035600019223999996,0.017800009611999998,0.053300028782,0.06100003294,0.09140004935599999,0.088900048006,0.022900012366000002,0.06350003429000001,0.03300001782,0.06600003564,0.0,0.12450006723,0.00250000135,0.055900030186,0.03050001647,0.20570011107800001,0.027900015065999997,0.053300028782,0.0,0.022900012366000002,0.027900015065999997,0.050800027432,0.055900030186,0.022900012366000002,0.06100003294,0.010200005508000001,0.012700006858,0.0,0.015200008207999998,0.050800027432,0.06600003564,0.0,0.068600037044,0.050800027432,0.0,0.038100020574,0.043200023328,0.0,0.0,0.01650000891,0.0460468333759149,0.043200023328,0.062250033615000006,0.08990004854599999,0.20570011107800001,2023-11-06
11-07,11,7,0.0,0.06100003294,0.109200058968,0.106700057618,0.055900030186,0.08380004525200001,0.010200005508000001,0.088900048006,0.022900012366000002,0.005100002754000001,0.035600019223999996,0.035600019223999996,0.055900030186,0.06100003294,0.09140004935599999,0.088900048006,0.03050001647,0.06350003429000001,0.03300001782,0.06600003564,0.0,0.12450006723,0.0,0.055900030186,0.03050001647,0.20570011107800001,0.027900015065999997,0.053300028782,0.0,0.022900012366000002,0.027900015065999997,0.048300026082,0.06350003429000001,0.022900012366000002,0.06100003294,0.007600004103999999,0.017800009611999998,0.0,0.022900012366000002,0.050800027432,0.06600003564,0.005100002754000001,0.068600037044,0.06100003294,0.0,0.038100020574,0.043200023328,0.0,0.0,0.022900012366000002,0.04745747243553191,0.043200023328,0.06350003429000001,0.08990004854599999,0.20570011107800001,2023-11-07
11-08,11,8,0.0,0.055900030186,0.109200058968,0.106700057618,0.06100003294,0.08380004525200001,0.022900012366000002,0.088900048006,0.022900012366000002,0.005100002754000001,0.035600019223999996,0.038100020574,0.055900030186,0.06600003564,0.09140004935599999,0.088900048006,0.03050001647,0.06350003429000001,0.03300001782,0.07110003839399999,0.0,0.12450006723,0.00250000135,0.055900030186,0.035600019223999996,0.20570011107800001,0.03050001647,0.053300028782,0.0,0.022900012366000002,0.027900015065999997,0.050800027432,0.068600037044,0.022900012366000002,0.06100003294,0.007600004103999999,0.022900012366000002,0.0,0.022900012366000002,0.055900030186,0.06600003564,0.03300001782,0.068600037044,0.06100003294,0.0,0.043200023328,0.050800027432,0.0,0.0015000008100000013,0.022900012366000002,0.04945534585480851,0.050800027432,0.06600003564,0.08990004854599999,0.20570011107800001,2023-11-08
11-09,11,9,0.0,0.053300028782,0.109200058968,0.111800060372,0.06100003294,0.09400005076,0.027900015065999997,0.09140004935599999,0.022900012366000002,0.005100002754000001,0.038100020574,0.038100020574,0.055900030186,0.068600037044,0.09650005211,0.088900048006,0.03300001782,0.06350003429000001,0.035600019223999996,0.08130004390199999,0.0,0.12700006858000001,0.00250000135,0.078700042498,0.035600019223999996,0.22100011934000002,0.03300001782,0.053300028782,0.0,0.022900012366000002,0.027900015065999997,0.06600003564,0.068600037044,0.022900012366000002,0.06100003294,0.007600004103999999,0.03050001647,0.0,0.022900012366000002,0.06100003294,0.06600003564,0.040600021923999995,0.068600037044,0.068600037044,0.0,0.043200023328,0.043200023328,0.0,0.0015000008100000013,0.025400013716,0.052100028134000005,0.043200023328,0.068600037044,0.0950000513,0.22100011934000002,2023-11-09
11-10,11,10,0.0,0.06350003429000001,0.109200058968,0.14480007819200003,0.06100003294,0.09400005076,0.027900015065999997,0.101600054864,0.022900012366000002,0.005100002754000001,0.038100020574,0.038100020574,0.055900030186,0.068600037044,0.09910005351399999,0.088900048006,0.048300026082,0.06350003429000001,0.035600019223999996,0.08380004525200001,0.0,0.137200074088,0.00250000135,0.09140004935599999,0.040600021923999995,0.23370012619799999,0.03300001782,0.053300028782,0.0,0.03300001782,0.027900015065999997,0.06600003564,0.068600037044,0.08380004525200001,0.06100003294,0.007600004103999999,0.035600019223999996,0.0,0.022900012366000002,0.06100003294,0.06600003564,0.040600021923999995,0.073700039798,0.073700039798,0.0,0.043200023328,0.043200023328,0.0,0.0015000008100000013,0.030450016442999998,0.05637024320587235,0.053300028782,0.073700039798,0.10010005405399999,0.23370012619799999,2023-11-10
11-11,11,11,0.0,0.06600003564,0.109200058968,0.14480007819200003,0.078700042498,0.09400005076,0.043200023328,0.101600054864,0.022900012366000002,0.015200008207999998,0.038100020574,0.038100020574,0.058400031536,0.068600037044,0.09910005351399999,0.088900048006,0.050800027432,0.06350003429000001,0.045700024677999995,0.08380004525200001,0.0,0.14220007678799998,0.007600004103999999,0.09400005076,0.040600021923999995,0.236200127548,0.03300001782,0.055900030186,0.0,0.035600019223999996,0.027900015065999997,0.06600003564,0.068600037044,0.08380004525200001,0.06100003294,0.012700006858,0.048300026082,0.0,0.025400013716,0.06350003429000001,0.06600003564,0.040600021923999995,0.073700039798,0.073700039798,0.005100002754000001,0.043200023328,0.035600019223999996,0.0,0.006600003564000001,0.034300018522,0.05852769117940426,0.055900030186,0.076200041148,0.10010005405399999,0.236200127548,2023-11-11
11-12,11,12,0.0,0.073700039798,0.109200058968,0.149900080946,0.08380004525200001,0.09400005076,0.12700006858000001,0.101600054864,0.022900012366000002,0.020300010961999997,0.043200023328,0.050800027432,0.058400031536,0.068600037044,0.09910005351399999,0.088900048006,0.050800027432,0.06350003429000001,0.053300028782,0.08380004525200001,0.0,0.14220007678799998,0.007600004103999999,0.09400005076,0.043200023328,0.241300130302,0.038100020574,0.06100003294,0.005100002754000001,0.038100020574,0.027900015065999997,0.06600003564,0.068600037044,0.08380004525200001,0.06100003294,0.012700006858,0.048300026082,0.0,0.025400013716,0.068600037044,0.06600003564,0.045700024677999995,0.073700039798,0.073700039798,0.007600004103999999,0.043200023328,0.020300010961999997,0.0,0.007600004103999999,0.03300001782,0.061827692961404265,0.06100003294,0.08380004525200001,0.10464005650559999,0.241300130302,2023-11-12
11-13,11,13,0.0,0.088900048006,0.109200058968,0.149900080946,0.09140004935599999,0.09400005076,0.13970007543799998,0.101600054864,0.022900012366000002,0.025400013716,0.050800027432,0.050800027432,0.058400031536,0.07110003839399999,0.09910005351399999,0.09400005076,0.055900030186,0.06350003429000001,0.053300028782,0.08380004525200001,0.0,0.14220007678799998,0.007600004103999999,0.09400005076,0.043200023328,0.24380013165199996,0.038100020574,0.06100003294,0.005100002754000001,0.038100020574,0.035600019223999996,0.06600003564,0.09650005211,0.08380004525200001,0.06100003294,0.012700006858,0.048300026082,0.0,0.025400013716,0.068600037044,0.06600003564,0.045700024677999995,0.073700039798,0.073700039798,0.010200005508000001,0.048300026082,0.020300010961999997,0.0,0.009160004946400001,0.036850019899,0.0640979069532766,0.06100003294,0.09015004868099999,0.10464005650559999,0.24380013165199996,2023-11-13
11-14,11,14,0.0,0.086400046656,0.109200058968,0.149900080946,0.101600054864,0.106700057618,0.13970007543799998,0.101600054864,0.022900012366000002,0.03050001647,0.058400031536,0.053300028782,0.058400031536,0.076200041148,0.09910005351399999,0.09650005211,0.055900030186,0.06350003429000001,0.053300028782,0.08380004525200001,0.0,0.14220007678799998,0.010200005508000001,0.09400005076,0.06100003294,0.24380013165199996,0.048300026082,0.078700042498,0.005100002754000001,0.038100020574,0.035600019223999996,0.068600037044,0.09650005211,0.08380004525200001,0.06100003294,0.027900015065999997,0.048300026082,0.0,0.025400013716,0.086400046656,0.06600003564,0.06350003429000001,0.073700039798,0.073700039798,0.010200005508000001,0.048300026082,0.020300010961999997,0.0,0.010200005508000001,0.036850019899,0.06718088734148936,0.06350003429000001,0.090200048708,0.107700058158,0.24380013165199996,2023-11-14
11-15,11,15,0.0,0.08380004525200001,0.109200058968,0.149900080946,0.101600054864,0.111800060372,0.13970007543799998,0.101600054864,0.022900012366000002,0.053300028782,0.07110003839399999,0.053300028782,0.078700042498,0.076200041148,0.101600054864,0.09910005351399999,0.055900030186,0.068600037044,0.053300028782,0.08380004525200001,0.0,0.14220007678799998,0.010200005508000001,0.09400005076,0.06100003294,0.24380013165199996,0.06350003429000001,0.106700057618,0.005100002754000001,0.038100020574,0.040600021923999995,0.076200041148,0.09650005211,0.08380004525200001,0.06100003294,0.03300001782,0.048300026082,0.0,0.025400013716,0.086400046656,0.06600003564,0.06600003564,0.073700039798,0.073700039798,0.012700006858,0.048300026082,0.020300010961999997,0.0,0.011700006318000002,0.044450024002999994,0.07004046335374471,0.068600037044,0.095250051435,0.1102400595296,0.24380013165199996,2023-11-15
11-16,11,16,0.0,0.086400046656,0.109200058968,0.149900080946,0.101600054864,0.111800060372,0.13970007543799998,0.104100056214,0.025400013716,0.055900030186,0.076200041148,0.06350003429000001,0.08130004390199999,0.076200041148,0.104100056214,0.101600054864,0.055900030186,0.07110003839399999,0.06100003294,0.08380004525200001,0.0,0.14220007678799998,0.010200005508000001,0.09400005076,0.06100003294,0.24380013165199996,0.06350003429000001,0.109200058968,0.005100002754000001,0.038100020574,0.040600021923999995,0.086400046656,0.09400005076,0.08380004525200001,0.06600003564,0.048300026082,0.058400031536,0.0,0.025400013716,0.086400046656,0.06600003564,0.07110003839399999,0.073700039798,0.073700039798,0.012700006858,0.053300028782,0.020300010961999997,0.0,0.011700006318000002,0.050800027432,0.07204046443374468,0.07110003839399999,0.09400005076,0.1102400595296,0.24380013165199996,2023-11-16
11-17,11,17,0.0,0.088900048006,0.111800060372,0.149900080946,0.101600054864,0.111800060372,0.13970007543799998,0.104100056214,0.027900015065999997,0.055900030186,0.076200041148,0.06600003564,0.08130004390199999,0.076200041148,0.106700057618,0.12190006582599998,0.055900030186,0.07110003839399999,0.06600003564,0.08380004525200001,0.0,0.14220007678799998,0.010200005508000001,0.09400005076,0.068600037044,0.24380013165199996,0.06600003564,0.109200058968,0.005100002754000001,0.038100020574,0.040600021923999995,0.09910005351399999,0.09400005076,0.08380004525200001,0.073700039798,0.048300026082,0.058400031536,0.0,0.050800027432,0.086400046656,0.06600003564,0.07110003839399999,0.073700039798,0.073700039798,0.020300010961999997,0.053300028782,0.038100020574,0.0,0.016260008780400004,0.052050028107000004,0.07457876367676593,0.073700039798,0.09655005213699999,0.11584006255359998,0.24380013165199996,2023-11-17
